fiscal_year,fiscal_month,calendar_month,calendar_year,period,dept_id,category_id,obligated_amount
2026,8,5,2026,2026-05,DEPT-01,CAP,1925.7
2026,1,10,2025,2025-10,DEPT-01,GRANTS,920.5
2026,2,11,2025,2025-11,DEPT-01,GRANTS,1309.3
2026,3,12,2025,2025-12,DEPT-01,GRANTS,1348.3
2026,4,1,2026,2026-01,DEPT-01,GRANTS,1444.6
2026,5,2,2026,2026-02,DEPT-01,GRANTS,1606.9
2026,6,3,2026,2026-03,DEPT-01,GRANTS,1759.7
2026,7,4,2026,2026-04,DEPT-01,GRANTS,1465.9
2026,8,5,2026,2026-05,DEPT-01,GRANTS,1598.7
2026,1,10,2025,2025-10,DEPT-01,CONTR,512.3
2026,2,11,2025,2025-11,DEPT-01,CONTR,580.6
2026,3,12,2025,2025-12,DEPT-01,CONTR,804.2
2026,4,1,2026,2026-01,DEPT-01,CONTR,764.0
2026,5,2,2026,2026-02,DEPT-01,CONTR,709.8
2026,6,3,2026,2026-03,DEPT-01,CONTR,804.9
2026,7,4,2026,2026-04,DEPT-01,CONTR,742.4
2026,8,5,2026,2026-05,DEPT-01,CONTR,988.9
2019,1,10,2018,2018-10,DEPT-02,PERS,6227.7
2019,2,11,2018,2018-11,DEPT-02,PERS,7465.6
2019,3,12,2018,2018-12,DEPT-02,PERS,9921.4
2019,4,1,2019,2019-01,DEPT-02,PERS,10778.8
2019,5,2,2019,2019-02,DEPT-02,PERS,10394.6
2019,6,3,2019,2019-03,DEPT-02,PERS,9321.1
2019,7,4,2019,2019-04,DEPT-02,PERS,12533.1
2019,8,5,2019,2019-05,DEPT-02,PERS,13207.7
2019,9,6,2019,2019-06,DEPT-02,PERS,13678.8
2019,10,7,2019,2019-07,DEPT-02,PERS,15912.0
2019,11,8,2019,2019-08,DEPT-02,PERS,14652.9
2019,12,9,2019,2019-09,DEPT-02,PERS,23648.0
2019,1,10,2018,2018-10,DEPT-02,OPS,1911.0
2019,2,11,2018,2018-11,DEPT-02,OPS,2681.4
2019,3,12,2018,2018-12,DEPT-02,OPS,2586.2
2019,4,1,2019,2019-01,DEPT-02,OPS,2980.1
2019,5,2,2019,2019-02,DEPT-02,OPS,3868.2
2019,6,3,2019,2019-03,DEPT-02,OPS,3602.9
2019,7,4,2019,2019-04,DEPT-02,OPS,4172.4
2019,8,5,2019,2019-05,DEPT-02,OPS,4218.2
2019,9,6,2019,2019-06,DEPT-02,OPS,4333.0
2019,10,7,2019,2019-07,DEPT-02,OPS,5356.6
2019,11,8,2019,2019-08,DEPT-02,OPS,5189.5
2019,12,9,2019,2019-09,DEPT-02,OPS,5719.4
2019,1,10,2018,2018-10,DEPT-02,CAP,1145.1
2019,2,11,2018,2018-11,DEPT-02,CAP,1561.7
2019,3,12,2018,2018-12,DEPT-02,CAP,1823.6
2019,4,1,2019,2019-01,DEPT-02,CAP,1665.0
2019,5,2,2019,2019-02,DEPT-02,CAP,1921.4
2019,6,3,2019,2019-03,DEPT-02,CAP,2074.3
2019,7,4,2019,2019-04,DEPT-02,CAP,2244.0
2019,8,5,2019,2019-05,DEPT-02,CAP,2178.1
2019,9,6,2019,2019-06,DEPT-02,CAP,2453.6
2019,10,7,2019,2019-07,DEPT-02,CAP,2689.0
2019,11,8,2019,2019-08,DEPT-02,CAP,3320.4
2019,12,9,2019,2019-09,DEPT-02,CAP,4198.5
2019,1,10,2018,2018-10,DEPT-02,GRANTS,626.3
2019,2,11,2018,2018-11,DEPT-02,GRANTS,750.3
2019,3,12,2018,2018-12,DEPT-02,GRANTS,925.7
2019,4,1,2019,2019-01,DEPT-02,GRANTS,921.4
2019,5,2,2019,2019-02,DEPT-02,GRANTS,959.3
2019,6,3,2019,2019-03,DEPT-02,GRANTS,1041.9
2019,7,4,2019,2019-04,DEPT-02,GRANTS,1136.3
2019,8,5,2019,2019-05,DEPT-02,GRANTS,1149.5
2019,9,6,2019,2019-06,DEPT-02,GRANTS,1355.2
2019,10,7,2019,2019-07,DEPT-02,GRANTS,1565.1
2019,11,8,2019,2019-08,DEPT-02,GRANTS,1413.9
2019,12,9,2019,2019-09,DEPT-02,GRANTS,2046.2
2019,1,10,2018,2018-10,DEPT-02,CONTR,522.1
2019,2,11,2018,2018-11,DEPT-02,CONTR,667.3
2019,3,12,2018,2018-12,DEPT-02,CONTR,766.9
2019,4,1,2019,2019-01,DEPT-02,CONTR,730.6
2019,5,2,2019,2019-02,DEPT-02,CONTR,796.3
2019,6,3,2019,2019-03,DEPT-02,CONTR,947.1
2019,7,4,2019,2019-04,DEPT-02,CONTR,1086.5
2019,8,5,2019,2019-05,DEPT-02,CONTR,874.7
2019,9,6,2019,2019-06,DEPT-02,CONTR,1153.0
2019,10,7,2019,2019-07,DEPT-02,CONTR,1358.1
2019,11,8,2019,2019-08,DEPT-02,CONTR,1341.6
2019,12,9,2019,2019-09,DEPT-02,CONTR,1787.9
2020,1,10,2019,2019-10,DEPT-02,PERS,6092.1
2020,2,11,2019,2019-11,DEPT-02,PERS,7814.3
2020,3,12,2019,2019-12,DEPT-02,PERS,8115.1
2020,4,1,2020,2020-01,DEPT-02,PERS,8158.2
2020,5,2,2020,2020-02,DEPT-02,PERS,11570.1
2020,6,3,2020,2020-03,DEPT-02,PERS,10571.6
2020,7,4,2020,2020-04,DEPT-02,PERS,11748.8
2020,8,5,2020,2020-05,DEPT-02,PERS,11478.4
2020,9,6,2020,2020-06,DEPT-02,PERS,12090.4
2020,10,7,2020,2020-07,DEPT-02,PERS,14852.6
2020,11,8,2020,2020-08,DEPT-02,PERS,15533.7
2020,12,9,2020,2020-09,DEPT-02,PERS,21429.0
2020,1,10,2019,2019-10,DEPT-02,OPS,2207.5
2020,2,11,2019,2019-11,DEPT-02,OPS,2670.6
2020,3,12,2019,2019-12,DEPT-02,OPS,3135.9
2020,4,1,2020,2020-01,DEPT-02,OPS,3732.2
2020,5,2,2020,2020-02,DEPT-02,OPS,3247.3
2020,6,3,2020,2020-03,DEPT-02,OPS,3770.6
2020,7,4,2020,2020-04,DEPT-02,OPS,4388.6
2020,8,5,2020,2020-05,DEPT-02,OPS,4691.7
2020,9,6,2020,2020-06,DEPT-02,OPS,3985.9
2020,10,7,2020,2020-07,DEPT-02,OPS,4846.6
2020,11,8,2020,2020-08,DEPT-02,OPS,6035.7
2020,12,9,2020,2020-09,DEPT-02,OPS,7143.5
2020,1,10,2019,2019-10,DEPT-02,CAP,1304.0
2020,2,11,2019,2019-11,DEPT-02,CAP,1541.9
2020,3,12,2019,2019-12,DEPT-02,CAP,1797.6
2020,4,1,2020,2020-01,DEPT-02,CAP,2043.3
2020,5,2,2020,2020-02,DEPT-02,CAP,2096.7
2020,6,3,2020,2020-03,DEPT-02,CAP,2274.8
2020,7,4,2020,2020-04,DEPT-02,CAP,2440.4
2020,8,5,2020,2020-05,DEPT-02,CAP,2428.6
2020,9,6,2020,2020-06,DEPT-02,CAP,2825.9
2020,10,7,2020,2020-07,DEPT-02,CAP,3694.3
2020,11,8,2020,2020-08,DEPT-02,CAP,2814.7
2020,12,9,2020,2020-09,DEPT-02,CAP,4244.3
2020,1,10,2019,2019-10,DEPT-02,GRANTS,766.9
2020,2,11,2019,2019-11,DEPT-02,GRANTS,1044.2
2020,3,12,2019,2019-12,DEPT-02,GRANTS,1183.9
2020,4,1,2020,2020-01,DEPT-02,GRANTS,1347.7
2020,5,2,2020,2020-02,DEPT-02,GRANTS,1489.0
2020,6,3,2020,2020-03,DEPT-02,GRANTS,1474.1
2020,7,4,2020,2020-04,DEPT-02,GRANTS,1682.2
2020,8,5,2020,2020-05,DEPT-02,GRANTS,1326.9
2020,9,6,2020,2020-06,DEPT-02,GRANTS,1943.3
2020,10,7,2020,2020-07,DEPT-02,GRANTS,1962.6
2020,11,8,2020,2020-08,DEPT-02,GRANTS,2266.8
2020,12,9,2020,2020-09,DEPT-02,GRANTS,2374.5
2020,1,10,2019,2019-10,DEPT-02,CONTR,563.2
2020,2,11,2019,2019-11,DEPT-02,CONTR,746.0
2020,3,12,2019,2019-12,DEPT-02,CONTR,870.3
2020,4,1,2020,2020-01,DEPT-02,CONTR,959.8
2020,5,2,2020,2020-02,DEPT-02,CONTR,1092.8
2020,6,3,2020,2020-03,DEPT-02,CONTR,921.1
2020,7,4,2020,2020-04,DEPT-02,CONTR,1228.4
2020,8,5,2020,2020-05,DEPT-02,CONTR,1207.5
2020,9,6,2020,2020-06,DEPT-02,CONTR,1253.0
2020,10,7,2020,2020-07,DEPT-02,CONTR,1242.1
2020,11,8,2020,2020-08,DEPT-02,CONTR,1603.9
2020,12,9,2020,2020-09,DEPT-02,CONTR,1568.7
2021,1,10,2020,2020-10,DEPT-02,PERS,6204.1
2021,2,11,2020,2020-11,DEPT-02,PERS,6348.3
2021,3,12,2020,2020-12,DEPT-02,PERS,8555.9
2021,4,1,2021,2021-01,DEPT-02,PERS,9087.4
2021,5,2,2021,2021-02,DEPT-02,PERS,10749.9
2021,6,3,2021,2021-03,DEPT-02,PERS,10335.7
2021,7,4,2021,2021-04,DEPT-02,PERS,10522.2
2021,8,5,2021,2021-05,DEPT-02,PERS,11318.1
2021,9,6,2021,2021-06,DEPT-02,PERS,13719.5
2021,10,7,2021,2021-07,DEPT-02,PERS,14352.7
2021,11,8,2021,2021-08,DEPT-02,PERS,14607.9
2021,12,9,2021,2021-09,DEPT-02,PERS,18645.5
2021,1,10,2020,2020-10,DEPT-02,OPS,1987.5
2021,2,11,2020,2020-11,DEPT-02,OPS,2863.7
2021,3,12,2020,2020-12,DEPT-02,OPS,2820.3
2021,4,1,2021,2021-01,DEPT-02,OPS,3747.5
2021,5,2,2021,2021-02,DEPT-02,OPS,3826.3
2021,6,3,2021,2021-03,DEPT-02,OPS,4811.3
2021,7,4,2021,2021-04,DEPT-02,OPS,3914.6
2021,8,5,2021,2021-05,DEPT-02,OPS,4507.5
2021,9,6,2021,2021-06,DEPT-02,OPS,5487.5
2021,10,7,2021,2021-07,DEPT-02,OPS,5807.7
2021,11,8,2021,2021-08,DEPT-02,OPS,5483.8
2021,12,9,2021,2021-09,DEPT-02,OPS,7453.4
2021,1,10,2020,2020-10,DEPT-02,CAP,1519.2
2021,2,11,2020,2020-11,DEPT-02,CAP,1898.3
2021,3,12,2020,2020-12,DEPT-02,CAP,2071.4
2021,4,1,2021,2021-01,DEPT-02,CAP,2345.9
2021,5,2,2021,2021-02,DEPT-02,CAP,2207.9
2021,6,3,2021,2021-03,DEPT-02,CAP,2729.5
2021,7,4,2021,2021-04,DEPT-02,CAP,2972.4
2021,8,5,2021,2021-05,DEPT-02,CAP,2982.6
2021,9,6,2021,2021-06,DEPT-02,CAP,2792.3
2021,10,7,2021,2021-07,DEPT-02,CAP,3824.4
2021,11,8,2021,2021-08,DEPT-02,CAP,3994.9
2021,12,9,2021,2021-09,DEPT-02,CAP,4610.0
2021,1,10,2020,2020-10,DEPT-02,GRANTS,716.9
2021,2,11,2020,2020-11,DEPT-02,GRANTS,788.7
2021,3,12,2020,2020-12,DEPT-02,GRANTS,972.4
2021,4,1,2021,2021-01,DEPT-02,GRANTS,1091.7
2021,5,2,2021,2021-02,DEPT-02,GRANTS,1342.3
2021,6,3,2021,2021-03,DEPT-02,GRANTS,1237.0
2021,7,4,2021,2021-04,DEPT-02,GRANTS,1456.1
2021,8,5,2021,2021-05,DEPT-02,GRANTS,1403.5
2021,9,6,2021,2021-06,DEPT-02,GRANTS,1578.9
2021,10,7,2021,2021-07,DEPT-02,GRANTS,1691.8
2021,11,8,2021,2021-08,DEPT-02,GRANTS,2005.0
2021,12,9,2021,2021-09,DEPT-02,GRANTS,2261.9
2021,1,10,2020,2020-10,DEPT-02,CONTR,477.9
2021,2,11,2020,2020-11,DEPT-02,CONTR,594.3
2021,3,12,2020,2020-12,DEPT-02,CONTR,756.1
2021,4,1,2021,2021-01,DEPT-02,CONTR,765.4
2021,5,2,2021,2021-02,DEPT-02,CONTR,941.1
2021,6,3,2021,2021-03,DEPT-02,CONTR,935.7
2021,7,4,2021,2021-04,DEPT-02,CONTR,1228.8
2021,8,5,2021,2021-05,DEPT-02,CONTR,941.4
2021,9,6,2021,2021-06,DEPT-02,CONTR,1173.0
2021,10,7,2021,2021-07,DEPT-02,CONTR,1160.5
2021,11,8,2021,2021-08,DEPT-02,CONTR,1342.0
2021,12,9,2021,2021-09,DEPT-02,CONTR,1781.5
2022,1,10,2021,2021-10,DEPT-02,PERS,5112.9
2022,2,11,2021,2021-11,DEPT-02,PERS,7822.8
2022,3,12,2021,2021-12,DEPT-02,PERS,10454.4
2022,4,1,2022,2022-01,DEPT-02,PERS,9416.7
2022,5,2,2022,2022-02,DEPT-02,PERS,10686.7
2022,6,3,2022,2022-03,DEPT-02,PERS,12082.7
2022,7,4,2022,2022-04,DEPT-02,PERS,11709.3
2022,8,5,2022,2022-05,DEPT-02,PERS,11979.0
2022,9,6,2022,2022-06,DEPT-02,PERS,10846.6
2022,10,7,2022,2022-07,DEPT-02,PERS,15408.3
2022,11,8,2022,2022-08,DEPT-02,PERS,15907.3
2022,12,9,2022,2022-09,DEPT-02,PERS,18600.5
2022,1,10,2021,2021-10,DEPT-02,OPS,2492.0
2022,2,11,2021,2021-11,DEPT-02,OPS,2874.5
2022,3,12,2021,2021-12,DEPT-02,OPS,3412.8
2022,4,1,2022,2022-01,DEPT-02,OPS,4023.7
2022,5,2,2022,2022-02,DEPT-02,OPS,3671.5
2022,6,3,2022,2022-03,DEPT-02,OPS,4753.3
2022,7,4,2022,2022-04,DEPT-02,OPS,4138.9
2022,8,5,2022,2022-05,DEPT-02,OPS,4672.5
2022,9,6,2022,2022-06,DEPT-02,OPS,6009.4
2022,10,7,2022,2022-07,DEPT-02,OPS,6275.5
2022,11,8,2022,2022-08,DEPT-02,OPS,6353.8
2022,12,9,2022,2022-09,DEPT-02,OPS,7351.2
2022,1,10,2021,2021-10,DEPT-02,CAP,1459.2
2022,2,11,2021,2021-11,DEPT-02,CAP,1873.2
2022,3,12,2021,2021-12,DEPT-02,CAP,2207.5
2022,4,1,2022,2022-01,DEPT-02,CAP,2352.9
2022,5,2,2022,2022-02,DEPT-02,CAP,2533.2
2022,6,3,2022,2022-03,DEPT-02,CAP,2662.3
2022,7,4,2022,2022-04,DEPT-02,CAP,2546.0
2022,8,5,2022,2022-05,DEPT-02,CAP,2921.4
2022,9,6,2022,2022-06,DEPT-02,CAP,3452.0
2022,10,7,2022,2022-07,DEPT-02,CAP,3166.0
2022,11,8,2022,2022-08,DEPT-02,CAP,3834.8
2022,12,9,2022,2022-09,DEPT-02,CAP,4587.6
2022,1,10,2021,2021-10,DEPT-02,GRANTS,901.3
2022,2,11,2021,2021-11,DEPT-02,GRANTS,1057.9
2022,3,12,2021,2021-12,DEPT-02,GRANTS,1442.9
2022,4,1,2022,2022-01,DEPT-02,GRANTS,1445.9
2022,5,2,2022,2022-02,DEPT-02,GRANTS,1332.6
2022,6,3,2022,2022-03,DEPT-02,GRANTS,1673.4
2022,7,4,2022,2022-04,DEPT-02,GRANTS,1582.8
2022,8,5,2022,2022-05,DEPT-02,GRANTS,1704.2
2022,9,6,2022,2022-06,DEPT-02,GRANTS,1933.3
2022,10,7,2022,2022-07,DEPT-02,GRANTS,2002.4
2022,11,8,2022,2022-08,DEPT-02,GRANTS,2446.0
2022,12,9,2022,2022-09,DEPT-02,GRANTS,2700.2
2022,1,10,2021,2021-10,DEPT-02,CONTR,559.1
2022,2,11,2021,2021-11,DEPT-02,CONTR,681.2
2022,3,12,2021,2021-12,DEPT-02,CONTR,811.3
2022,4,1,2022,2022-01,DEPT-02,CONTR,995.5
2022,5,2,2022,2022-02,DEPT-02,CONTR,1029.8
2022,6,3,2022,2022-03,DEPT-02,CONTR,1188.9
2022,7,4,2022,2022-04,DEPT-02,CONTR,1312.7
2022,8,5,2022,2022-05,DEPT-02,CONTR,1079.5
2022,9,6,2022,2022-06,DEPT-02,CONTR,1248.9
2022,10,7,2022,2022-07,DEPT-02,CONTR,1243.4
2022,11,8,2022,2022-08,DEPT-02,CONTR,1409.8
2022,12,9,2022,2022-09,DEPT-02,CONTR,1800.0
2023,1,10,2022,2022-10,DEPT-02,PERS,6877.9
2023,2,11,2022,2022-11,DEPT-02,PERS,8410.2
2023,3,12,2022,2022-12,DEPT-02,PERS,10727.4
2023,4,1,2023,2023-01,DEPT-02,PERS,10549.8
2023,5,2,2023,2023-02,DEPT-02,PERS,13365.9
2023,6,3,2023,2023-03,DEPT-02,PERS,12376.4
2023,7,4,2023,2023-04,DEPT-02,PERS,17381.8
2023,8,5,2023,2023-05,DEPT-02,PERS,14484.1
2023,9,6,2023,2023-06,DEPT-02,PERS,15952.9
2023,10,7,2023,2023-07,DEPT-02,PERS,15714.5
2023,11,8,2023,2023-08,DEPT-02,PERS,21821.5
2023,12,9,2023,2023-09,DEPT-02,PERS,26377.9
2023,1,10,2022,2022-10,DEPT-02,OPS,2548.8
2023,2,11,2022,2022-11,DEPT-02,OPS,2715.1
2023,3,12,2022,2022-12,DEPT-02,OPS,3656.9
2023,4,1,2023,2023-01,DEPT-02,OPS,3525.4
2023,5,2,2023,2023-02,DEPT-02,OPS,4635.0
2023,6,3,2023,2023-03,DEPT-02,OPS,4712.7
2023,7,4,2023,2023-04,DEPT-02,OPS,4738.7
2023,8,5,2023,2023-05,DEPT-02,OPS,4008.9
2023,9,6,2023,2023-06,DEPT-02,OPS,4842.5
2023,10,7,2023,2023-07,DEPT-02,OPS,6128.9
2023,11,8,2023,2023-08,DEPT-02,OPS,6979.9
2023,12,9,2023,2023-09,DEPT-02,OPS,8734.2
2023,1,10,2022,2022-10,DEPT-02,CAP,1439.8
2023,2,11,2022,2022-11,DEPT-02,CAP,2065.2
2023,3,12,2022,2022-12,DEPT-02,CAP,2576.9
2023,4,1,2023,2023-01,DEPT-02,CAP,2226.1
2023,5,2,2023,2023-02,DEPT-02,CAP,2748.2
2023,6,3,2023,2023-03,DEPT-02,CAP,2997.5
2023,7,4,2023,2023-04,DEPT-02,CAP,3041.6
2023,8,5,2023,2023-05,DEPT-02,CAP,2810.9
2023,9,6,2023,2023-06,DEPT-02,CAP,3392.4
2023,10,7,2023,2023-07,DEPT-02,CAP,3749.0
2023,11,8,2023,2023-08,DEPT-02,CAP,4166.6
2023,12,9,2023,2023-09,DEPT-02,CAP,5076.8
2023,1,10,2022,2022-10,DEPT-02,GRANTS,815.4
2023,2,11,2022,2022-11,DEPT-02,GRANTS,1029.9
2023,3,12,2022,2022-12,DEPT-02,GRANTS,1264.2
2023,4,1,2023,2023-01,DEPT-02,GRANTS,1282.9
2023,5,2,2023,2023-02,DEPT-02,GRANTS,1362.7
2023,6,3,2023,2023-03,DEPT-02,GRANTS,1513.9
2023,7,4,2023,2023-04,DEPT-02,GRANTS,1351.3
2023,8,5,2023,2023-05,DEPT-02,GRANTS,1755.2
2023,9,6,2023,2023-06,DEPT-02,GRANTS,1784.5
2023,10,7,2023,2023-07,DEPT-02,GRANTS,1978.7
2023,11,8,2023,2023-08,DEPT-02,GRANTS,2326.3
2023,12,9,2023,2023-09,DEPT-02,GRANTS,2298.3
2023,1,10,2022,2022-10,DEPT-02,CONTR,568.8
2023,2,11,2022,2022-11,DEPT-02,CONTR,843.6
2023,3,12,2022,2022-12,DEPT-02,CONTR,975.1
2023,4,1,2023,2023-01,DEPT-02,CONTR,1065.0
2023,5,2,2023,2023-02,DEPT-02,CONTR,1084.1
2023,6,3,2023,2023-03,DEPT-02,CONTR,1264.6
2023,7,4,2023,2023-04,DEPT-02,CONTR,1371.0
2023,8,5,2023,2023-05,DEPT-02,CONTR,1403.2
2023,9,6,2023,2023-06,DEPT-02,CONTR,1396.2
2023,10,7,2023,2023-07,DEPT-02,CONTR,1310.3
2023,11,8,2023,2023-08,DEPT-02,CONTR,1832.4
2023,12,9,2023,2023-09,DEPT-02,CONTR,2389.2
2024,1,10,2023,2023-10,DEPT-02,PERS,8155.6
2024,2,11,2023,2023-11,DEPT-02,PERS,8812.1
2024,3,12,2023,2023-12,DEPT-02,PERS,11806.5
2024,4,1,2024,2024-01,DEPT-02,PERS,12894.9
2024,5,2,2024,2024-02,DEPT-02,PERS,14538.1
2024,6,3,2024,2024-03,DEPT-02,PERS,12821.5
2024,7,4,2024,2024-04,DEPT-02,PERS,14384.2
2024,8,5,2024,2024-05,DEPT-02,PERS,16438.7
2024,9,6,2024,2024-06,DEPT-02,PERS,16448.3
2024,10,7,2024,2024-07,DEPT-02,PERS,16479.0
2024,11,8,2024,2024-08,DEPT-02,PERS,20477.5
2024,12,9,2024,2024-09,DEPT-02,PERS,26147.4
2024,1,10,2023,2023-10,DEPT-02,OPS,3005.0
2024,2,11,2023,2023-11,DEPT-02,OPS,3711.2
2024,3,12,2023,2023-12,DEPT-02,OPS,4221.0
2024,4,1,2024,2024-01,DEPT-02,OPS,5190.7
2024,5,2,2024,2024-02,DEPT-02,OPS,4615.0
2024,6,3,2024,2024-03,DEPT-02,OPS,5055.6
2024,7,4,2024,2024-04,DEPT-02,OPS,5641.4
2024,8,5,2024,2024-05,DEPT-02,OPS,6387.6
2024,9,6,2024,2024-06,DEPT-02,OPS,5544.9
2024,10,7,2024,2024-07,DEPT-02,OPS,6232.8
2024,11,8,2024,2024-08,DEPT-02,OPS,6382.6
2024,12,9,2024,2024-09,DEPT-02,OPS,9640.3
2024,1,10,2023,2023-10,DEPT-02,CAP,1639.9
2024,2,11,2023,2023-11,DEPT-02,CAP,2133.6
2024,3,12,2023,2023-12,DEPT-02,CAP,2739.2
2024,4,1,2024,2024-01,DEPT-02,CAP,2657.8
2024,5,2,2024,2024-02,DEPT-02,CAP,3057.3
2024,6,3,2024,2024-03,DEPT-02,CAP,3125.2
2024,7,4,2024,2024-04,DEPT-02,CAP,3584.9
2024,8,5,2024,2024-05,DEPT-02,CAP,3739.0
2024,9,6,2024,2024-06,DEPT-02,CAP,3591.7
2024,10,7,2024,2024-07,DEPT-02,CAP,4145.7
2024,11,8,2024,2024-08,DEPT-02,CAP,4987.0
2024,12,9,2024,2024-09,DEPT-02,CAP,5986.0
2024,1,10,2023,2023-10,DEPT-02,GRANTS,841.4
2024,2,11,2023,2023-11,DEPT-02,GRANTS,1218.5
2024,3,12,2023,2023-12,DEPT-02,GRANTS,1249.6
2024,4,1,2024,2024-01,DEPT-02,GRANTS,1640.1
2024,5,2,2024,2024-02,DEPT-02,GRANTS,1708.2
2024,6,3,2024,2024-03,DEPT-02,GRANTS,1723.1
2024,7,4,2024,2024-04,DEPT-02,GRANTS,1811.9
2024,8,5,2024,2024-05,DEPT-02,GRANTS,1862.9
2024,9,6,2024,2024-06,DEPT-02,GRANTS,2108.4
2024,10,7,2024,2024-07,DEPT-02,GRANTS,2144.8
2024,11,8,2024,2024-08,DEPT-02,GRANTS,2466.5
2024,12,9,2024,2024-09,DEPT-02,GRANTS,3265.3
2024,1,10,2023,2023-10,DEPT-02,CONTR,668.8
2024,2,11,2023,2023-11,DEPT-02,CONTR,813.7
2024,3,12,2023,2023-12,DEPT-02,CONTR,914.9
2024,4,1,2024,2024-01,DEPT-02,CONTR,996.6
2024,5,2,2024,2024-02,DEPT-02,CONTR,996.4
2024,6,3,2024,2024-03,DEPT-02,CONTR,1317.6
2024,7,4,2024,2024-04,DEPT-02,CONTR,1514.2
2024,8,5,2024,2024-05,DEPT-02,CONTR,1560.3
2024,9,6,2024,2024-06,DEPT-02,CONTR,1286.1
2024,10,7,2024,2024-07,DEPT-02,CONTR,1728.7
2024,11,8,2024,2024-08,DEPT-02,CONTR,1993.2
2024,12,9,2024,2024-09,DEPT-02,CONTR,2174.0
2025,1,10,2024,2024-10,DEPT-02,PERS,8312.7
2025,2,11,2024,2024-11,DEPT-02,PERS,8459.3
2025,3,12,2024,2024-12,DEPT-02,PERS,12164.7
2025,4,1,2025,2025-01,DEPT-02,PERS,11735.4
2025,5,2,2025,2025-02,DEPT-02,PERS,13962.5
2025,6,3,2025,2025-03,DEPT-02,PERS,12828.3
2025,7,4,2025,2025-04,DEPT-02,PERS,16251.8
2025,8,5,2025,2025-05,DEPT-02,PERS,17843.2
2025,9,6,2025,2025-06,DEPT-02,PERS,16317.1
2025,10,7,2025,2025-07,DEPT-02,PERS,17490.2
2025,11,8,2025,2025-08,DEPT-02,PERS,17437.9
2025,12,9,2025,2025-09,DEPT-02,PERS,26003.5
2025,1,10,2024,2024-10,DEPT-02,OPS,2696.6
2025,2,11,2024,2024-11,DEPT-02,OPS,3027.8
2025,3,12,2024,2024-12,DEPT-02,OPS,4233.3
2025,4,1,2025,2025-01,DEPT-02,OPS,4241.1
2025,5,2,2025,2025-02,DEPT-02,OPS,4308.1
2025,6,3,2025,2025-03,DEPT-02,OPS,4804.9
2025,7,4,2025,2025-04,DEPT-02,OPS,5800.1
2025,8,5,2025,2025-05,DEPT-02,OPS,5929.3
2025,9,6,2025,2025-06,DEPT-02,OPS,5908.6
2025,10,7,2025,2025-07,DEPT-02,OPS,6926.0
2025,11,8,2025,2025-08,DEPT-02,OPS,6556.4
2025,12,9,2025,2025-09,DEPT-02,OPS,9136.8
2025,1,10,2024,2024-10,DEPT-02,CAP,1869.1
2025,2,11,2024,2024-11,DEPT-02,CAP,2173.0
2025,3,12,2024,2024-12,DEPT-02,CAP,2761.3
2025,4,1,2025,2025-01,DEPT-02,CAP,2694.2
2025,5,2,2025,2025-02,DEPT-02,CAP,3204.5
2025,6,3,2025,2025-03,DEPT-02,CAP,3429.1
2025,7,4,2025,2025-04,DEPT-02,CAP,2675.1
2025,8,5,2025,2025-05,DEPT-02,CAP,4046.5
2025,9,6,2025,2025-06,DEPT-02,CAP,2949.1
2025,10,7,2025,2025-07,DEPT-02,CAP,4098.0
2025,11,8,2025,2025-08,DEPT-02,CAP,5108.2
2025,12,9,2025,2025-09,DEPT-02,CAP,5801.4
2025,1,10,2024,2024-10,DEPT-02,GRANTS,985.9
2025,2,11,2024,2024-11,DEPT-02,GRANTS,1245.7
2025,3,12,2024,2024-12,DEPT-02,GRANTS,1745.9
2025,4,1,2025,2025-01,DEPT-02,GRANTS,1470.3
2025,5,2,2025,2025-02,DEPT-02,GRANTS,2029.7
2025,6,3,2025,2025-03,DEPT-02,GRANTS,1976.9
2025,7,4,2025,2025-04,DEPT-02,GRANTS,1908.5
2025,8,5,2025,2025-05,DEPT-02,GRANTS,2129.6
2025,9,6,2025,2025-06,DEPT-02,GRANTS,2166.1
2025,10,7,2025,2025-07,DEPT-02,GRANTS,2786.7
2025,11,8,2025,2025-08,DEPT-02,GRANTS,3021.6
2025,12,9,2025,2025-09,DEPT-02,GRANTS,3104.0
2025,1,10,2024,2024-10,DEPT-02,CONTR,600.7
2025,2,11,2024,2024-11,DEPT-02,CONTR,706.3
2025,3,12,2024,2024-12,DEPT-02,CONTR,989.4
2025,4,1,2025,2025-01,DEPT-02,CONTR,861.3
2025,5,2,2025,2025-02,DEPT-02,CONTR,1167.4
2025,6,3,2025,2025-03,DEPT-02,CONTR,1100.6
2025,7,4,2025,2025-04,DEPT-02,CONTR,1063.5
2025,8,5,2025,2025-05,DEPT-02,CONTR,1174.2
2025,9,6,2025,2025-06,DEPT-02,CONTR,1226.4
2025,10,7,2025,2025-07,DEPT-02,CONTR,1300.7
2025,11,8,2025,2025-08,DEPT-02,CONTR,1598.4
2025,12,9,2025,2025-09,DEPT-02,CONTR,1803.7
2026,1,10,2025,2025-10,DEPT-02,PERS,7530.6
2026,2,11,2025,2025-11,DEPT-02,PERS,10810.2
2026,3,12,2025,2025-12,DEPT-02,PERS,11275.5
2026,4,1,2026,2026-01,DEPT-02,PERS,13335.6
2026,5,2,2026,2026-02,DEPT-02,PERS,14097.2
2026,6,3,2026,2026-03,DEPT-02,PERS,15086.2
