fiscal_year,dept_id,dept_name,category_id,category_name,budget_allocated,actual_spend,is_partial_year,variance_amount,variance_pct,inflation_rate,cola_pct,cpi_index,unemployment_rate,interest_rate_pct,workload_value,authorized_fte,prior_actual_spend,prior_budget_allocated,spend_yoy_growth,rolling3_avg_spend,rolling3_std_spend,execution_rate,prior_execution_rate,rolling3_execution_rate,workload_yoy_growth,spend_per_workload_unit,spend_per_fte,category_share_of_dept,dept_share_of_agency,committed_capital_pipeline,category_id_code,dept_id_code
2025,DEPT-02,Health & Human Services,OPS,Operating Expenses,69684.9,63568.9,False,-6116.0,-8.78,0.0229,0.0211,118.71,4.52,3.94,130796.0,2880.2,65628.2,63602.7,-0.03137827945913485,59628.1,5230.655877612286,0.9122334967833778,1.0318461323182821,0.984843773260395,-0.01801118660610379,0.48601562738921683,22.071002013749048,0.1978191900693484,0.23828732788229834,10041.8,3,1
2026,DEPT-02,Health & Human Services,OPS,Operating Expenses,72627.0,38157.3,True,-34469.7,-47.46,0.033,0.0351,122.62,5.48,3.01,137085.0,2930.5,63568.9,69684.9,-0.39974893383399746,62141.4,4378.691298778664,0.5253872526746252,0.9122334967833778,0.9666196740339066,0.04808251016850673,0.27834774045300364,13.020747312745266,0.19276581943394777,0.26367119025164776,0.0,3,1
2019,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,150461.5,147741.8,False,-2719.7,-1.81,0.0317,0.0265,103.17,4.65,4.63,97287.0,2586.2,,,,,,0.9819242796329958,,,-0.2903162271583324,1.518618109305457,57.12698167195112,0.5967947816841898,0.23545764281370393,0.0,4,1
2020,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,146644.3,139454.2,False,-7190.1,-4.9,0.0046,0.0,103.64,4.28,3.12,106252.0,2652.1,147741.8,150461.5,-0.0560951606112825,147741.8,,0.9509691136989301,0.9819242796329958,0.9819242796329958,0.09215003032265368,1.3124854120393028,52.58255721880774,0.555736788348569,0.23502066464016327,0.0,4,1
2021,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,146095.5,134447.3,False,-11648.2,-7.97,0.0278,0.0235,106.52,4.73,4.43,113384.0,2755.8,139454.2,146644.3,-0.03590354395923556,143598.0,5860.2181597616145,0.9202699604026133,0.9509691136989301,0.966446696665963,0.06712344238226109,1.185769597121287,48.787030989186434,0.5383253720705823,0.22475365163602454,0.0,4,1
2022,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,152902.9,140027.2,False,-12875.7,-8.42,0.0288,0.0344,109.59,4.48,2.47,118187.0,2772.8,134447.3,146095.5,0.041502506930224836,140547.76666666666,6714.37626316349,0.9157916560117566,0.9202699604026133,0.9510544512448464,0.042360474140972215,1.1847935898195234,50.500288517022504,0.5319466910605488,0.22759079041802172,3270.8,4,1
2023,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,188023.4,174040.3,False,-13983.1,-7.44,0.0324,0.0276,113.14,4.73,3.44,124829.0,2768.7,140027.2,152902.9,0.24290352160151718,137976.23333333334,3069.5455858047494,0.9256310650695605,0.9157916560117566,0.9290102433711,0.05619907434827853,1.3942297062381337,62.8599342651786,0.57662652199122,0.24576429622290422,4619.7,4,1
2024,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,171438.5,179403.9,False,7965.4,4.65,0.0258,0.0224,116.06,4.93,3.31,133195.0,2835.2,174040.3,188023.4,0.030818149589491695,149504.93333333332,21430.631910966444,1.0464621424009193,0.9256310650695605,0.9205642271613103,0.06701968292624305,1.3469266864371785,63.27733493227991,0.5529908789312282,0.250942917385346,23675.0,4,1
2025,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,192660.6,178806.6,False,-13854.0,-7.19,0.0229,0.0211,118.71,4.52,3.94,130796.0,2880.2,179403.9,171438.5,-0.003329359060756154,164490.46666666667,21354.873290266394,0.9280911613479871,1.0464621424009193,0.9626282878274122,-0.01801118660610379,1.3670647420410411,62.081313797652946,0.5564258118522414,0.23828732788229834,10041.8,4,1
2026,DEPT-02,Health & Human Services,PERS,Personnel & Compensation,222179.9,110449.1,True,-111730.8,-50.29,0.033,0.0351,122.62,5.48,3.01,137085.0,2930.5,178806.6,192660.6,-0.38229852813039333,177416.93333333335,2939.4610600130686,0.49711562567090906,0.9280911613479871,0.966728122939489,0.04808251016850673,0.8056979246452931,37.68950691008361,0.5579747850933383,0.26367119025164776,0.0,4,1
2019,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,20042.1,14072.8,False,-5969.3,-29.78,0.0317,0.0265,103.17,4.65,4.63,4281.0,1667.8,,,,,,0.7021619490971505,,,,3.2872693295958886,8.437942199304473,0.09208778466608297,0.1453492895433511,0.0,0,2
2020,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,21429.0,17816.0,False,-3613.0,-16.86,0.0046,0.0,103.64,4.28,3.12,4191.0,1671.0,14072.8,20042.1,0.26598828946620445,14072.8,,0.8313967053992254,0.7021619490971505,0.7021619490971505,-0.021023125437981793,4.251014077785731,10.661879114302813,0.11108319205807551,0.1502122845966012,12736.6,0,2
2021,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,19650.3,17008.5,False,-2641.8,-13.44,0.0278,0.0235,106.52,4.73,4.43,4214.0,1667.3,17816.0,21429.0,-0.04532442748091603,15944.4,2646.8421033374852,0.8655593044381003,0.8313967053992254,0.766779327248188,0.005487950369840178,4.036188894162316,10.201223535056679,0.09862498499619904,0.15519530721653862,17489.5,0,2
2022,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,22710.0,17269.7,False,-5440.3,-23.96,0.0288,0.0344,109.59,4.48,2.47,4339.0,1651.0,17008.5,19650.3,0.01535702736866873,16299.1,1969.8535047053629,0.7604447380008807,0.8655593044381003,0.799705986311492,0.02966302800189835,3.980110624567873,10.46014536644458,0.10844565848757438,0.13768385406025901,2945.4,0,2
2023,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,22072.2,18540.4,False,-3531.8,-16.0,0.0324,0.0276,113.14,4.73,3.44,4388.0,1657.7,17269.7,22710.0,0.07357973792248851,17364.733333333334,412.0528647313744,0.8399887641467548,0.7604447380008807,0.8191335826127354,0.011292924637013035,4.225250683682772,11.184412137298667,0.10454041832180727,0.1444103920535953,2425.4,0,2
2024,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,22879.2,19909.8,False,-2969.4,-12.98,0.0258,0.0224,116.06,4.93,3.31,4273.0,1629.8,18540.4,22072.2,0.07386032663804443,17606.2,819.5142402667574,0.870213993496276,0.8399887641467548,0.8219976021952453,-0.02620783956244299,4.659443014275684,12.216100134985888,0.10755571641956334,0.14318398029366286,2141.1,0,2
2025,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,24280.7,19349.6,False,-4931.1,-20.31,0.0229,0.0211,118.71,4.52,3.94,4295.0,1683.2,19909.8,22879.2,-0.02813689740730696,18573.300000000003,1320.3574553884994,0.7969127743434085,0.870213993496276,0.8235491652146371,0.0051486075356892425,4.5051455180442375,11.495722433460076,0.11095272226841366,0.1293179166731241,3672.3,0,2
2026,DEPT-03,Transportation & Infrastructure,CAP,Capital Outlay,23542.2,8737.6,True,-14804.6,-62.89,0.033,0.0351,122.62,5.48,3.01,4367.0,1644.6,19349.6,24280.7,-0.5484351097697109,19266.600000000002,688.4626642019066,0.3711462819957353,0.7969127743434085,0.8357051773288132,0.016763678696158246,2.0008243645523245,5.312902833515749,0.09085133616221315,0.12810790002291098,0.0,0,2
2019,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,8538.3,7999.9,False,-538.4,-6.31,0.0317,0.0265,103.17,4.65,4.63,4281.0,1667.8,,,,,,0.9369429511729501,,,-0.01969315319441267,1.8686989021256715,4.796678258784027,0.05234872012323043,0.1453492895433511,0.0,1,2
2020,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,8676.9,8495.7,False,-181.2,-2.09,0.0046,0.0,103.64,4.28,3.12,4191.0,1671.0,7999.9,8538.3,0.06197577469718385,7999.9,,0.9791169657366111,0.9369429511729501,0.9369429511729501,-0.021023125437981793,2.027129563350036,5.084201077199283,0.05297089553029817,0.1502122845966012,12736.6,1,2
2021,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,8601.6,7796.9,False,-804.7,-9.36,0.0278,0.0235,106.52,4.73,4.43,4214.0,1667.3,8495.7,8676.9,-0.0822533752368847,8247.8,350.5835421122917,0.9064476376488094,0.9791169657366111,0.9580299584547807,0.005487950369840178,1.850237304224015,4.676362982066815,0.04521087371119524,0.15519530721653862,17489.5,1,2
2022,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,9018.9,8220.3,False,-798.6,-8.85,0.0288,0.0344,109.59,4.48,2.47,4339.0,1651.0,7796.9,8601.6,0.05430363349536349,8097.5,359.4783442712514,0.9114526161727039,0.9064476376488094,0.9408358515194569,0.02966302800189835,1.8945148651763077,4.978982434887946,0.05161964866010455,0.13768385406025901,2945.4,1,2
2023,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,8978.0,8530.1,False,-447.9,-4.99,0.0324,0.0276,113.14,4.73,3.44,4388.0,1657.7,8220.3,9018.9,0.0376871890320305,8170.966666666667,352.0024052948129,0.9501113833815995,0.9114526161727039,0.9323390731860415,0.011292924637013035,1.943960802187785,5.145744103275623,0.04809714042452418,0.1444103920535953,2425.4,1,2
2024,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,9130.6,8220.3,False,-910.3,-9.97,0.0258,0.0224,116.06,4.93,3.31,4273.0,1629.8,8530.1,8978.0,-0.03631844878723589,8182.433333333333,368.0638169303439,0.9003022802444526,0.9501113833815995,0.922670545734371,-0.02620783956244299,1.9237772057102736,5.043747699104184,0.04440728966055593,0.14318398029366286,2141.1,1,2
2025,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,9654.4,9170.1,False,-484.3,-5.02,0.0229,0.0211,118.71,4.52,3.94,4295.0,1683.2,8220.3,9130.6,0.1155432283493305,8323.566666666668,178.8631133949478,0.9498363440503812,0.9003022802444526,0.920622093266252,0.0051486075356892425,2.1350640279394644,5.448015684410646,0.052582356145531695,0.1293179166731241,3672.3,1,2
2026,DEPT-03,Transportation & Infrastructure,CONTR,Contracted Services,10427.6,5784.6,True,-4643.0,-44.53,0.033,0.0351,122.62,5.48,3.01,4367.0,1644.6,9170.1,9654.4,-0.3691889946674518,8640.166666666666,484.37177181720114,0.5547393455828762,0.9498363440503812,0.9334166692254778,0.016763678696158246,1.324616441493016,3.517329441809559,0.06014679536302167,0.12810790002291098,0.0,1,2
2019,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,13378.3,11549.6,False,-1828.7,-13.67,0.0317,0.0265,103.17,4.65,4.63,4281.0,1667.8,,,,,,0.8633084921103579,,,-0.01969315319441267,2.6978743284279374,6.925050965343567,0.07557679195180717,0.1453492895433511,0.0,2,2
2020,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,13196.0,11944.1,False,-1251.9,-9.49,0.0046,0.0,103.64,4.28,3.12,4191.0,1671.0,11549.6,13378.3,0.03415702708318902,11549.6,,0.9051303425280388,0.8633084921103579,0.8633084921103579,-0.021023125437981793,2.8499403483655454,7.14787552363854,0.07447175315788392,0.1502122845966012,12736.6,2,2
2021,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,14095.1,12534.9,False,-1560.2,-11.07,0.0278,0.0235,106.52,4.73,4.43,4214.0,1667.3,11944.1,13196.0,0.04946375197796393,11746.85,278.953625178093,0.8893090506629963,0.9051303425280388,0.8842194173191984,0.005487950369840178,2.974584717607973,7.518083128411203,0.07268450036328045,0.15519530721653862,17489.5,2,2
2022,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,14556.8,14757.6,False,200.8,1.38,0.0288,0.0344,109.59,4.48,2.47,4339.0,1651.0,12534.9,14095.1,0.1773209199913841,12009.533333333333,495.8983397162499,1.013794240492416,0.8893090506629963,0.8859159617671309,0.02966302800189835,3.401152339248675,8.938582677165355,0.09267084255639806,0.13768385406025901,2945.4,2,2
2023,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,14178.2,14377.8,False,199.6,1.41,0.0324,0.0276,113.14,4.73,3.44,4388.0,1657.7,14757.6,14556.8,-0.025735892014961848,13078.866666666669,1483.5330678260375,1.0140779506566417,1.013794240492416,0.9360778778944837,0.011292924637013035,3.2766180492251595,8.673342583097062,0.08106951449522558,0.1444103920535953,2425.4,2,2
2024,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,12832.8,11034.8,False,-1798.0,-14.01,0.0258,0.0224,116.06,4.93,3.31,4273.0,1629.8,14377.8,14178.2,-0.23251123259469464,13890.1,1188.9017158705763,0.8598902811545415,1.0140779506566417,0.9723937472706847,-0.02620783956244299,2.5824479288556046,6.770646705117192,0.059611639471345644,0.14318398029366286,2141.1,2,2
2025,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,16378.4,15829.7,False,-548.7,-3.35,0.0229,0.0211,118.71,4.52,3.94,4295.0,1683.2,11034.8,12832.8,0.4345253198970531,13390.066666666666,2048.541630851894,0.9664985590778099,0.8598902811545415,0.9625874907678664,0.0051486075356892425,3.6856111757857977,9.404527091254753,0.09076923076923077,0.1293179166731241,3672.3,2,2
2026,DEPT-03,Transportation & Infrastructure,GRANTS,Grants & Subsidies,16104.1,8217.8,True,-7886.3,-48.97,0.033,0.0351,122.62,5.48,3.01,4367.0,1644.6,15829.7,16378.4,-0.4808619241046893,13747.433333333334,2458.818436431071,0.5102924100073893,0.9664985590778099,0.9468222636296644,0.016763678696158246,1.8817952828028393,4.996838136932992,0.08544658834391997,0.12810790002291098,0.0,2,2
2019,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,29623.4,28107.4,False,-1516.0,-5.12,0.0317,0.0265,103.17,4.65,4.63,4281.0,1667.8,,,,,,0.9488242402965223,,,-0.01969315319441267,6.5656155103947675,16.85297997361794,0.18392560106897424,0.1453492895433511,0.0,3,2
2020,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,35699.5,34341.2,False,-1358.3,-3.8,0.0046,0.0,103.64,4.28,3.12,4191.0,1671.0,28107.4,29623.4,0.22178501035314535,28107.4,,0.9619518480650989,0.9488242402965223,0.9488242402965223,-0.021023125437981793,8.19403483655452,20.551286654697783,0.2141182148127965,0.1502122845966012,12736.6,3,2
2021,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,35365.8,33125.5,False,-2240.3,-6.33,0.0278,0.0235,106.52,4.73,4.43,4214.0,1667.3,34341.2,35699.5,-0.03540062665253385,31224.3,4407.9622525606965,0.9366534900949504,0.9619518480650989,0.9553880441808107,0.005487950369840178,7.860821072615092,19.867750254903136,0.1920805444625682,0.15519530721653862,17489.5,3,2
2022,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,35984.5,34570.1,False,-1414.4,-3.93,0.0288,0.0344,109.59,4.48,2.47,4339.0,1651.0,33125.5,35365.8,0.043609907774976975,31858.033333333336,3304.5301365448795,0.9606941877752921,0.9366534900949504,0.9491431928188572,0.02966302800189835,7.967296612122609,20.938885523924892,0.2170840986514702,0.13768385406025901,2945.4,3,2
2023,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,37413.0,34892.2,False,-2520.8,-6.74,0.0324,0.0276,113.14,4.73,3.44,4388.0,1657.7,34570.1,35984.5,0.009317300210297308,34012.26666666667,776.4439086845443,0.9326223505198727,0.9606941877752921,0.9530998419784472,0.011292924637013035,7.951731996353692,21.04856125957652,0.19674037152209028,0.1444103920535953,2425.4,3,2
2024,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,39742.1,41982.9,False,2240.8,5.64,0.0258,0.0224,116.06,4.93,3.31,4273.0,1629.8,34892.2,37413.0,0.20321733797238362,34195.933333333334,940.9079356309707,1.056383532827908,0.9326223505198727,0.943323342796705,-0.02620783956244299,9.8251579686403,25.759541047981347,0.22679790288555818,0.14318398029366286,2141.1,3,2
2025,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,36065.7,33051.0,False,-3014.7,-8.36,0.0229,0.0211,118.71,4.52,3.94,4295.0,1683.2,41982.9,39742.1,-0.21275090572590272,37148.399999999994,4189.896155037742,0.9164108834709989,1.056383532827908,0.9832333570410244,0.0051486075356892425,7.69522700814901,19.635812737642585,0.18951804810917744,0.1293179166731241,3672.3,3,2
2026,DEPT-03,Transportation & Infrastructure,OPS,Operating Expenses,35010.2,16217.3,True,-18792.9,-53.68,0.033,0.0351,122.62,5.48,3.01,4367.0,1644.6,33051.0,36065.7,-0.5093249826026445,36642.03333333333,4716.052048412249,0.46321643406778595,0.9164108834709989,0.9684722556062599,0.016763678696158246,3.71360201511335,9.860938830110666,0.1686233489680758,0.12810790002291098,0.0,3,2
2019,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,89869.7,91089.7,False,1220.0,1.36,0.0317,0.0265,103.17,4.65,4.63,4281.0,1667.8,,,,,,1.0135752094421144,,,-0.01969315319441267,21.27766876897921,54.61668065715313,0.5960611021899053,0.1453492895433511,0.0,4,2
2020,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,90583.4,87787.3,False,-2796.1,-3.09,0.0046,0.0,103.64,4.28,3.12,4191.0,1671.0,91089.7,89869.7,-0.03625437343629401,91089.7,,0.9691323134260804,1.0135752094421144,1.0135752094421144,-0.021023125437981793,20.94662371748986,52.53578695391981,0.5473559444409459,0.1502122845966012,12736.6,4,2
2021,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,98920.8,101990.5,False,3069.7,3.1,0.0278,0.0235,106.52,4.73,4.43,4214.0,1667.3,87787.3,90583.4,0.16179105633730617,89438.5,2335.1494341904504,1.03103189622405,0.9691323134260804,0.9913537614340975,0.005487950369840178,24.202776459420978,61.17105499910034,0.5913990964667571,0.15519530721653862,17489.5,4,2
2022,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,102285.1,84429.8,False,-17855.3,-17.46,0.0288,0.0344,109.59,4.48,2.47,4339.0,1651.0,101990.5,98920.8,-0.1721797618405636,93622.5,7432.632739480674,0.8254359628137431,1.03103189622405,1.0045798063640816,0.02966302800189835,19.458354459552893,51.13858267716535,0.5301797516444529,0.13768385406025901,2945.4,4,2
2023,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,106135.2,101011.0,False,-5124.2,-4.83,0.0324,0.0276,113.14,4.73,3.44,4388.0,1657.7,84429.8,102285.1,0.19639037401486203,91402.53333333333,9321.854974377859,0.9517200702500207,0.8254359628137431,0.9418667241546244,0.011292924637013035,23.01982680036463,60.93442721843518,0.5695525552363526,0.1444103920535953,2425.4,4,2
2024,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,105778.9,103963.7,False,-1815.2,-1.72,0.0258,0.0224,116.06,4.93,3.31,4273.0,1629.8,101011.0,106135.2,0.02923146983991831,95810.43333333333,9868.078149433824,0.982839677856359,0.9517200702500207,0.9360626430959379,-0.02620783956244299,24.330376784460565,63.78923794330593,0.5616274515629769,0.14318398029366286,2141.1,4,2
2025,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,111569.9,96994.6,False,-14575.3,-13.06,0.0229,0.0211,118.71,4.52,3.94,4295.0,1683.2,103963.7,105778.9,-0.06703397435835767,96468.16666666667,10529.544782341416,0.869361718528026,0.982839677856359,0.9199985703067076,0.0051486075356892425,22.583143189755532,57.62511882129278,0.5561776427076465,0.1293179166731241,3672.3,4,2
2026,DEPT-03,Transportation & Infrastructure,PERS,Personnel & Compensation,112010.9,57217.4,True,-54793.5,-48.92,0.033,0.0351,122.62,5.48,3.01,4367.0,1644.6,96994.6,111569.9,-0.4100970569495621,100656.43333333335,3498.053293380975,0.510819929131897,0.869361718528026,0.9346404888781352,0.016763678696158246,13.102221204488208,34.791073817341605,0.5949319311627694,0.12810790002291098,0.0,4,2
2019,DEPT-04,Education,CAP,Capital Outlay,25757.9,26428.6,False,670.7,2.6,0.0317,0.0265,103.17,4.65,4.63,83582.0,2250.7,,,,,,1.0260386133962782,,,,0.31619966021392165,11.742391256053672,0.1332884139855851,0.18858892316506978,0.0,0,3
2020,DEPT-04,Education,CAP,Capital Outlay,27061.6,24974.1,False,-2087.5,-7.71,0.0046,0.0,103.64,4.28,3.12,84424.0,2305.5,26428.6,25757.9,-0.055035075637756115,26428.6,,0.9228611759836817,1.0260386133962782,1.0260386133962782,0.010073939364934947,0.2958175400360087,10.832400780741704,0.12519513097461715,0.18682973850014273,14963.8,0,3
2021,DEPT-04,Education,CAP,Capital Outlay,28101.4,26856.4,False,-1245.0,-4.43,0.0278,0.0235,106.52,4.73,4.43,83950.0,2334.2,24974.1,27061.6,0.07537008340640905,25701.35,1028.4868132358333,0.9556961574868156,0.9228611759836817,0.97444989468998,-0.005614517198900826,0.31990946992257296,11.50561220118242,0.1218112117622086,0.1984083995525283,874.9,0,3
2022,DEPT-04,Education,CAP,Capital Outlay,30007.2,29802.9,False,-204.3,-0.68,0.0288,0.0344,109.59,4.48,2.47,86378.0,2335.3,26856.4,28101.4,0.10971314100177243,26086.36666666667,986.714783173606,0.9931916340078382,0.9556961574868156,0.9681986489555919,0.0289219773674807,0.34502882678459795,12.761914957393055,0.12580137810863792,0.20482526153210084,0.0,0,3
2023,DEPT-04,Education,CAP,Capital Outlay,27106.8,26095.7,False,-1011.1,-3.73,0.0324,0.0276,113.14,4.73,3.44,86678.0,2353.0,29802.9,30007.2,-0.12439057944025578,27211.13333333333,2433.8660939610745,0.9626993964614046,0.9931916340078382,0.9572496558261118,0.003473106578063767,0.301064860748979,11.090395240118998,0.11536014874627946,0.18419452823189109,0.0,0,3
2024,DEPT-04,Education,CAP,Capital Outlay,32617.6,31419.0,False,-1198.6,-3.67,0.0258,0.0224,116.06,4.93,3.31,88659.0,2369.5,26095.7,27106.8,0.20399146219492104,27585.0,1958.0542459288497,0.9632529677229472,0.9626993964614046,0.9705290626520195,0.022854703615680982,0.3543802659628464,13.259759442920448,0.13083656027980428,0.18574805346471715,0.0,0,3
2025,DEPT-04,Education,CAP,Capital Outlay,33113.9,30394.4,False,-2719.5,-8.21,0.0229,0.0211,118.71,4.52,3.94,91450.0,2370.1,31419.0,32617.6,-0.03261084057417485,29105.86666666667,2729.243910560823,0.9178743669576824,0.9632529677229472,0.9730479993973966,0.03148016557822664,0.3323608529250957,12.824100248934645,0.11370932412417402,0.19820845058975925,0.0,0,3
2026,DEPT-04,Education,CAP,Capital Outlay,33409.1,16550.0,True,-16859.1,-50.46,0.033,0.0351,122.62,5.48,3.01,90118.0,2457.5,30394.4,33113.9,-0.4554918011212592,29303.033333333336,2824.480770572414,0.4953740148642137,0.9178743669576824,0.9479422437140114,-0.014565336249316552,0.18364810581681795,6.734486266531028,0.11543148008266431,0.19098040312654846,0.0,0,3
2019,DEPT-04,Education,CONTR,Contracted Services,10831.3,10684.1,False,-147.2,-1.36,0.0317,0.0265,103.17,4.65,4.63,83582.0,2250.7,,,,,,0.9864097569082197,,,-0.07252713109478681,0.12782776195831638,4.74701204069845,0.05388354827207608,0.18858892316506978,0.0,1,3
2020,DEPT-04,Education,CONTR,Contracted Services,11610.3,10837.5,False,-772.8,-6.66,0.0046,0.0,103.64,4.28,3.12,84424.0,2305.5,10684.1,10831.3,0.014357783996780338,10684.1,,0.933438412444123,0.9864097569082197,0.9864097569082197,0.010073939364934947,0.12836989481663982,4.700715679895901,0.05432837347241396,0.18682973850014273,14963.8,1,3
2021,DEPT-04,Education,CONTR,Contracted Services,12694.3,11746.6,False,-947.7,-7.47,0.0278,0.0235,106.52,4.73,4.43,83950.0,2334.2,10837.5,11610.3,0.08388465974625148,10760.8,108.47018023401678,0.9253444459324265,0.933438412444123,0.9599240846761714,-0.005614517198900826,0.1399237641453246,5.032387970182504,0.05327845802438002,0.1984083995525283,874.9,1,3
2022,DEPT-04,Education,CONTR,Contracted Services,12309.7,11627.4,False,-682.3,-5.54,0.0288,0.0344,109.59,4.48,2.47,86378.0,2335.3,11746.6,12694.3,-0.010147617182844404,11089.4,574.2967612654635,0.9445721666653126,0.9253444459324265,0.9483975384282565,0.0289219773674807,0.13461066475259903,4.978974864043163,0.0490805573893942,0.20482526153210084,0.0,1,3
2023,DEPT-04,Education,CONTR,Contracted Services,12563.9,10870.8,False,-1693.1,-13.48,0.0324,0.0276,113.14,4.73,3.44,86678.0,2353.0,11627.4,12309.7,-0.06507043707105631,11403.833333333334,494.06704335882864,0.8652408885775913,0.9445721666653126,0.9344516750139541,0.003473106578063767,0.12541590715060338,4.6199745006374835,0.04805608222776376,0.18419452823189109,0.0,1,3
2024,DEPT-04,Education,CONTR,Contracted Services,13312.3,12743.0,False,-569.3,-4.28,0.0258,0.0224,116.06,4.93,3.31,88659.0,2369.5,10870.8,12563.9,0.1722228354858888,11414.933333333334,474.98734018217306,0.9572350382728755,0.8652408885775913,0.9117191670584434,0.022854703615680982,0.14373047293562977,5.377927832876134,0.05306503350347069,0.18574805346471715,0.0,1,3
2025,DEPT-04,Education,CONTR,Contracted Services,14774.1,13192.5,False,-1581.6,-10.71,0.0229,0.0211,118.71,4.52,3.94,91450.0,2370.1,12743.0,13312.3,0.03527426822569257,11747.066666666666,941.8191404581542,0.89294779377424,0.9572350382728755,0.9223493645052597,0.03148016557822664,0.14425915800984143,5.566220834563943,0.04935482386584916,0.19820845058975925,0.0,1,3
2026,DEPT-04,Education,CONTR,Contracted Services,12139.0,5952.3,True,-6186.7,-50.97,0.033,0.0351,122.62,5.48,3.01,90118.0,2457.5,13192.5,14774.1,-0.5488118249005116,12268.766666666665,1231.3592746771103,0.4903451684652772,0.89294779377424,0.9051412402082356,-0.014565336249316552,0.06605006768902993,2.4220956256358086,0.04151557697257056,0.19098040312654846,0.0,1,3
2019,DEPT-04,Education,GRANTS,Grants & Subsidies,13989.5,13482.2,False,-507.3,-3.63,0.0317,0.0265,103.17,4.65,4.63,83582.0,2250.7,,,,,,0.9637370885306837,,,-0.07252713109478681,0.16130506568399897,5.990225263251434,0.06799531776319805,0.18858892316506978,0.0,2,3
2020,DEPT-04,Education,GRANTS,Grants & Subsidies,16733.0,15451.7,False,-1281.3,-7.66,0.0046,0.0,103.64,4.28,3.12,84424.0,2305.5,13482.2,13989.5,0.14608150005192022,13482.2,,0.9234267614892727,0.9637370885306837,0.9637370885306837,0.010073939364934947,0.18302496920307024,6.702103665148558,0.07745935209999529,0.18682973850014273,14963.8,2,3
2021,DEPT-04,Education,GRANTS,Grants & Subsidies,17871.7,14947.0,False,-2924.7,-16.36,0.0278,0.0235,106.52,4.73,4.43,83950.0,2334.2,15451.7,16733.0,-0.0326630726716155,14466.95,1392.6468055469054,0.8363502073110001,0.9234267614892727,0.9435819250099782,-0.005614517198900826,0.17804645622394283,6.403478707908492,0.06779435003238453,0.1984083995525283,874.9,2,3
2022,DEPT-04,Education,GRANTS,Grants & Subsidies,18629.6,19931.5,False,1301.9,6.99,0.0288,0.0344,109.59,4.48,2.47,86378.0,2335.3,14947.0,17871.7,0.333478289957851,14626.966666666667,1023.0095617018118,1.069883411345386,0.8363502073110001,0.9078380191103189,0.0289219773674807,0.23074741253559936,8.534877745899884,0.08413309334904713,0.20482526153210084,0.0,2,3
2023,DEPT-04,Education,GRANTS,Grants & Subsidies,20124.1,17073.9,False,-3050.2,-15.16,0.0324,0.0276,113.14,4.73,3.44,86678.0,2353.0,19931.5,18629.6,-0.14337104583197446,16776.733333333334,2743.737426091158,0.8484304888168913,1.069883411345386,0.9432201267152195,0.003473106578063767,0.19698077943653525,7.2562260943476415,0.07547786201094821,0.18419452823189109,0.0,2,3
